,model_uuid,model_type,dataset_key,featurizer,splitter,model_score_type,feature_transform_type,learning_rate,dropouts,layer_sizes,best_epoch,max_epochs,rf_estimators,rf_max_features,rf_max_depth,model_choice_score,train_roc_auc_score,train_prc_auc_score,train_precision,train_recall_score,train_num_compounds,train_accuracy_score,train_npv,train_matthews_cc,train_kappa,train_cross_entropy,train_confusion_matrix,valid_roc_auc_score,valid_prc_auc_score,valid_precision,valid_recall_score,valid_num_compounds,valid_accuracy_score,valid_npv,valid_matthews_cc,valid_kappa,valid_cross_entropy,valid_confusion_matrix,test_roc_auc_score,test_prc_auc_score,test_precision,test_recall_score,test_num_compounds,test_accuracy_score,test_npv,test_matthews_cc,test_kappa,test_cross_entropy,test_confusion_matrix
41,bde45d42-3474-4ce2-b287-f556f27d37ac,RF,df_classification_new_cutoff_label.csv,ecfp,scaffold,roc_auc,normalization,,,,,,300,50,70.0,0.878792833299271,0.9979941315994383,0.9990095638340104,0.9761824890976183,0.9887869520897044,4380,0.9762557077625571,0.9764117226590422,0.9459632581245973,0.945777586688369,0.09724320444192784,"[[[1366, 71], [33, 2910]]]",0.878792833299271,0.8910075659777592,0.776566757493188,0.9047619047619048,548,0.7956204379562044,0.8342541436464088,0.5811028046440815,0.5693697991945329,0.5062932575658743,"[[[151, 82], [30, 285]]]",0.814480120489957,0.829168619857503,0.6923076923076923,0.8327402135231317,548,0.7244525547445255,0.7761904761904762,0.4556874881742585,0.44559682692823066,0.5529958452934368,"[[[163, 104], [47, 234]]]"
